experiment,domain,model,template,instance,num_landmarks,used_landmarks,used_ratio
running-again-pddl-vs-new-landmarks-on-new-instances,logistics,gemini-thinking,new_landmark,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/new_landmark/logistics/25-packages/p47.log,100,100,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,logistics,gemini-thinking,new_landmark,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/new_landmark/logistics/25-packages/p45.log,90,90,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,logistics,gemini-thinking,new_landmark,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/new_landmark/logistics/25-packages/p46.log,98,98,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,logistics,gemini-thinking,new_landmark,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/new_landmark/logistics/25-packages/p48.log,92,92,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,new_landmark,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/new_landmark/miconic/36-passenger/p35.log,72,71,0.99
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,new_landmark,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/new_landmark/miconic/36-passenger/p34.log,72,71,0.99
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,new_landmark,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/new_landmark/miconic/36-passenger/p33.log,72,72,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,new_landmark,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/new_landmark/miconic/36-passenger/p36.log,72,72,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,new_landmark,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/new_landmark/miconic/44-passenger/p41.log,88,88,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,new_landmark,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/new_landmark/miconic/44-passenger/p42.log,88,88,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,new_landmark,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/new_landmark/miconic/44-passenger/p44.log,88,88,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,new_landmark,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/new_landmark/miconic/44-passenger/p43.log,88,88,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,new_landmark,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/new_landmark/miconic/32-passenger/p32.log,64,64,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,new_landmark,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/new_landmark/miconic/32-passenger/p29.log,64,62,0.97
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,new_landmark,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/new_landmark/miconic/32-passenger/p30.log,64,59,0.92
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,new_landmark,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/new_landmark/miconic/32-passenger/p31.log,64,64,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,new_landmark,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/new_landmark/miconic/40-passenger/p38.log,80,79,0.99
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,new_landmark,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/new_landmark/miconic/40-passenger/p37.log,80,80,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,new_landmark,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/new_landmark/miconic/40-passenger/p39.log,80,79,0.99
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,new_landmark,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/new_landmark/miconic/40-passenger/p40.log,80,80,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,new_landmark,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/new_landmark/miconic/48-passenger/p47.log,96,96,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,new_landmark,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/new_landmark/miconic/48-passenger/p45.log,96,91,0.95
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,new_landmark,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/new_landmark/miconic/48-passenger/p46.log,96,96,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,new_landmark,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/new_landmark/miconic/48-passenger/p48.log,96,96,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,blocksworld,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/blocksworld/22-blocks/p28.log,34,34,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,blocksworld,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/blocksworld/22-blocks/p27.log,36,36,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,blocksworld,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/blocksworld/22-blocks/p25.log,35,32,0.91
running-again-pddl-vs-new-landmarks-on-new-instances,blocksworld,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/blocksworld/22-blocks/p26.log,36,36,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,blocksworld,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/blocksworld/25-blocks/p32.log,45,45,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,blocksworld,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/blocksworld/25-blocks/p29.log,46,36,0.78
running-again-pddl-vs-new-landmarks-on-new-instances,blocksworld,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/blocksworld/25-blocks/p30.log,40,40,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,blocksworld,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/blocksworld/25-blocks/p31.log,44,44,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,blocksworld,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/blocksworld/34-blocks/p41.log,62,60,0.97
running-again-pddl-vs-new-landmarks-on-new-instances,blocksworld,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/blocksworld/34-blocks/p42.log,61,59,0.97
running-again-pddl-vs-new-landmarks-on-new-instances,blocksworld,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/blocksworld/34-blocks/p44.log,59,59,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,blocksworld,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/blocksworld/34-blocks/p43.log,63,53,0.84
running-again-pddl-vs-new-landmarks-on-new-instances,blocksworld,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/blocksworld/31-blocks/p38.log,52,52,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,blocksworld,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/blocksworld/31-blocks/p37.log,55,55,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,blocksworld,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/blocksworld/31-blocks/p39.log,56,56,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,blocksworld,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/blocksworld/31-blocks/p40.log,54,54,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,blocksworld,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/blocksworld/28-blocks/p35.log,47,46,0.98
running-again-pddl-vs-new-landmarks-on-new-instances,blocksworld,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/blocksworld/28-blocks/p34.log,48,48,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,blocksworld,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/blocksworld/28-blocks/p33.log,50,49,0.98
running-again-pddl-vs-new-landmarks-on-new-instances,blocksworld,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/blocksworld/28-blocks/p36.log,46,46,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,logistics,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/logistics/31-packages/p60.log,114,105,0.92
running-again-pddl-vs-new-landmarks-on-new-instances,logistics,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/logistics/31-packages/p57.log,122,122,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,logistics,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/logistics/31-packages/p59.log,116,111,0.96
running-again-pddl-vs-new-landmarks-on-new-instances,logistics,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/logistics/31-packages/p58.log,116,0,0.00
running-again-pddl-vs-new-landmarks-on-new-instances,logistics,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/logistics/27-packages/p52.log,70,66,0.94
running-again-pddl-vs-new-landmarks-on-new-instances,logistics,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/logistics/27-packages/p49.log,112,112,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,logistics,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/logistics/27-packages/p50.log,100,96,0.96
running-again-pddl-vs-new-landmarks-on-new-instances,logistics,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/logistics/27-packages/p51.log,106,103,0.97
running-again-pddl-vs-new-landmarks-on-new-instances,logistics,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/logistics/29-packages/p54.log,112,112,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,logistics,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/logistics/29-packages/p56.log,88,88,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,logistics,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/logistics/29-packages/p53.log,98,0,0.00
running-again-pddl-vs-new-landmarks-on-new-instances,logistics,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/logistics/29-packages/p55.log,112,0,0.00
running-again-pddl-vs-new-landmarks-on-new-instances,logistics,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/logistics/23-packages/p41.log,98,0,0.00
running-again-pddl-vs-new-landmarks-on-new-instances,logistics,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/logistics/23-packages/p42.log,74,21,0.28
running-again-pddl-vs-new-landmarks-on-new-instances,logistics,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/logistics/23-packages/p44.log,78,78,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,logistics,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/logistics/23-packages/p43.log,82,82,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,logistics,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/logistics/25-packages/p47.log,100,0,0.00
running-again-pddl-vs-new-landmarks-on-new-instances,logistics,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/logistics/25-packages/p45.log,90,87,0.97
running-again-pddl-vs-new-landmarks-on-new-instances,logistics,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/logistics/25-packages/p46.log,98,93,0.95
running-again-pddl-vs-new-landmarks-on-new-instances,logistics,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/logistics/25-packages/p48.log,92,69,0.75
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/miconic/36-passenger/p35.log,72,72,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/miconic/36-passenger/p34.log,72,72,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/miconic/36-passenger/p33.log,72,72,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/miconic/36-passenger/p36.log,72,72,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/miconic/44-passenger/p41.log,88,88,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/miconic/44-passenger/p42.log,88,83,0.94
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/miconic/44-passenger/p44.log,88,0,0.00
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/miconic/44-passenger/p43.log,88,0,0.00
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/miconic/32-passenger/p32.log,64,62,0.97
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/miconic/32-passenger/p29.log,64,60,0.94
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/miconic/32-passenger/p30.log,64,0,0.00
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/miconic/32-passenger/p31.log,64,64,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/miconic/40-passenger/p38.log,80,80,1.00
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/miconic/40-passenger/p37.log,80,74,0.93
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/miconic/40-passenger/p39.log,80,0,0.00
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/miconic/40-passenger/p40.log,80,78,0.97
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/miconic/48-passenger/p47.log,96,94,0.98
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/miconic/48-passenger/p45.log,96,94,0.98
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/miconic/48-passenger/p46.log,96,92,0.96
running-again-pddl-vs-new-landmarks-on-new-instances,miconic,gemini-thinking,pddl,data/experiments/running-again-pddl-vs-new-landmarks-on-new-instances/gemini-thinking/pddl/miconic/48-passenger/p48.log,96,91,0.95
