experiment,domain,instance_subdir,model,template,max_samples,correct_instances,total_instances,candidates_token_count,num_action_landmarks,accuracy,pass@1
only-gemini-thinking,miconic,32-passenger,gemini-thinking,sanity_check,1,1,4,1474.0,,0.25,0.25
only-gemini-thinking,miconic,4-passenger,gemini-thinking,landmark,1,4,4,147.0,8.0,1.0,1.0
only-gemini-thinking,miconic,4-passenger,gemini-thinking,pddl,1,3,4,131.0,,0.75,0.75
only-gemini-thinking,miconic,4-passenger,gemini-thinking,sanity_check,1,4,4,139.0,,1.0,1.0
only-gemini-thinking,miconic,8-passenger,gemini-thinking,landmark,1,4,4,264.75,16.0,1.0,1.0
only-gemini-thinking,miconic,8-passenger,gemini-thinking,pddl,1,4,4,332.5,,1.0,1.0
only-gemini-thinking,miconic,8-passenger,gemini-thinking,sanity_check,1,4,4,245.5,,1.0,1.0
only-gemini-thinking,minigrid,1-shape,gemini-thinking,landmark,1,4,4,136.0,7.5,1.0,1.0
only-gemini-thinking,minigrid,1-shape,gemini-thinking,pddl,1,4,4,131.0,,1.0,1.0
only-gemini-thinking,minigrid,1-shape,gemini-thinking,sanity_check,1,3,4,132.25,,0.75,0.75
only-gemini-thinking,minigrid,2-shape,gemini-thinking,landmark,1,3,4,178.25,8.25,0.75,0.75
only-gemini-thinking,minigrid,2-shape,gemini-thinking,pddl,1,4,4,165.25,,1.0,1.0
only-gemini-thinking,minigrid,2-shape,gemini-thinking,sanity_check,1,3,4,154.25,,0.75,0.75
only-gemini-thinking,minigrid,3-shape,gemini-thinking,landmark,1,4,4,170.0,8.0,1.0,1.0
only-gemini-thinking,minigrid,3-shape,gemini-thinking,pddl,1,3,4,163.25,,0.75,0.75
only-gemini-thinking,minigrid,3-shape,gemini-thinking,sanity_check,1,3,4,148.5,,0.75,0.75
only-gemini-thinking,minigrid,4-shape,gemini-thinking,landmark,1,4,4,173.0,7.75,1.0,1.0
only-gemini-thinking,minigrid,4-shape,gemini-thinking,pddl,1,3,4,206.0,,0.75,0.75
only-gemini-thinking,minigrid,4-shape,gemini-thinking,sanity_check,1,2,4,141.0,,0.5,0.5
only-gemini-thinking,minigrid,5-shape,gemini-thinking,landmark,1,4,4,171.75,6.75,1.0,1.0
only-gemini-thinking,minigrid,5-shape,gemini-thinking,pddl,1,4,4,163.0,,1.0,1.0
only-gemini-thinking,minigrid,5-shape,gemini-thinking,sanity_check,1,3,4,130.0,,0.75,0.75
only-gemini-thinking,spanner,12-spanners,gemini-thinking,landmark,1,3,4,771.75,14.0,0.75,0.75
only-gemini-thinking,spanner,12-spanners,gemini-thinking,pddl,1,2,4,1224.25,,0.5,0.5
only-gemini-thinking,spanner,12-spanners,gemini-thinking,sanity_check,1,4,4,475.75,,1.0,1.0
only-gemini-thinking,spanner,16-spanners,gemini-thinking,landmark,1,4,4,643.25,18.0,1.0,1.0
only-gemini-thinking,spanner,16-spanners,gemini-thinking,pddl,1,1,4,1351.25,,0.25,0.25
only-gemini-thinking,spanner,16-spanners,gemini-thinking,sanity_check,1,4,4,643.25,,1.0,1.0
only-gemini-thinking,spanner,20-spanners,gemini-thinking,landmark,1,2,4,3164.5,22.0,0.5,0.5
only-gemini-thinking,spanner,20-spanners,gemini-thinking,pddl,1,1,4,3978.25,,0.25,0.25
only-gemini-thinking,spanner,20-spanners,gemini-thinking,sanity_check,1,4,4,811.25,,1.0,1.0
only-gemini-thinking,spanner,4-spanners,gemini-thinking,landmark,1,3,4,192.5,6.0,0.75,0.75
only-gemini-thinking,spanner,4-spanners,gemini-thinking,pddl,1,3,4,201.5,,0.75,0.75
only-gemini-thinking,spanner,4-spanners,gemini-thinking,sanity_check,1,4,4,167.0,,1.0,1.0
only-gemini-thinking,spanner,8-spanners,gemini-thinking,landmark,1,2,4,673.0,10.0,0.5,0.5
only-gemini-thinking,spanner,8-spanners,gemini-thinking,pddl,1,2,4,610.0,,0.5,0.5
only-gemini-thinking,spanner,8-spanners,gemini-thinking,sanity_check,1,4,4,311.0,,1.0,1.0
