experiment,domain,model,template,instance,num_landmarks,used_landmarks,used_ratio
many-models,blocksworld,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/blocksworld/16-blocks/p17.log,25,25,1.00
many-models,logistics,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/logistics/9-packages/p13.log,26,0,0.00
many-models,logistics,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/logistics/9-packages/p14.log,28,24,0.86
many-models,logistics,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/logistics/9-packages/p15.log,30,28,0.93
many-models,logistics,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/logistics/9-packages/p16.log,30,0,0.00
many-models,logistics,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/logistics/17-packages/p32.log,52,37,0.71
many-models,logistics,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/logistics/17-packages/p29.log,68,60,0.88
many-models,logistics,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/logistics/17-packages/p30.log,66,52,0.79
many-models,logistics,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/logistics/17-packages/p31.log,64,49,0.77
many-models,logistics,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/logistics/5-packages/p05.log,8,8,1.00
many-models,logistics,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/logistics/5-packages/p06.log,16,16,1.00
many-models,logistics,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/logistics/5-packages/p08.log,10,0,0.00
many-models,logistics,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/logistics/5-packages/p07.log,16,15,0.94
many-models,logistics,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/logistics/7-packages/p11.log,34,34,1.00
many-models,logistics,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/logistics/7-packages/p09.log,26,0,0.00
many-models,logistics,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/logistics/7-packages/p10.log,26,0,0.00
many-models,logistics,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/logistics/7-packages/p12.log,28,0,0.00
many-models,logistics,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/logistics/15-packages/p28.log,42,39,0.93
many-models,logistics,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/logistics/15-packages/p27.log,44,38,0.86
many-models,logistics,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/logistics/15-packages/p25.log,68,0,0.00
many-models,logistics,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/logistics/15-packages/p26.log,54,0,0.00
many-models,logistics,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/logistics/13-packages/p22.log,30,29,0.97
many-models,logistics,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/logistics/13-packages/p24.log,50,42,0.84
many-models,logistics,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/logistics/13-packages/p23.log,54,0,0.00
many-models,logistics,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/logistics/13-packages/p21.log,38,38,1.00
many-models,logistics,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/logistics/11-packages/p20.log,38,31,0.82
many-models,logistics,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/logistics/11-packages/p19.log,38,0,0.00
many-models,logistics,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/logistics/11-packages/p18.log,28,23,0.82
many-models,logistics,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/logistics/11-packages/p17.log,44,43,0.98
many-models,logistics,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/logistics/3-packages/p04.log,12,0,0.00
many-models,logistics,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/logistics/3-packages/p03.log,4,4,1.00
many-models,logistics,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/logistics/3-packages/p01.log,6,6,1.00
many-models,logistics,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/logistics/3-packages/p02.log,10,0,0.00
many-models,miconic,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/miconic/20-passenger/p20.log,40,40,1.00
many-models,miconic,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/miconic/20-passenger/p19.log,40,40,1.00
many-models,miconic,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/miconic/20-passenger/p18.log,40,40,1.00
many-models,miconic,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/miconic/20-passenger/p17.log,40,38,0.95
many-models,miconic,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/miconic/4-passenger/p04.log,8,8,1.00
many-models,miconic,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/miconic/4-passenger/p03.log,8,8,1.00
many-models,miconic,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/miconic/4-passenger/p01.log,8,8,1.00
many-models,miconic,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/miconic/4-passenger/p02.log,8,8,1.00
many-models,miconic,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/miconic/12-passenger/p11.log,24,22,0.92
many-models,miconic,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/miconic/12-passenger/p09.log,24,24,1.00
many-models,miconic,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/miconic/12-passenger/p10.log,24,24,1.00
many-models,miconic,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/miconic/12-passenger/p12.log,24,24,1.00
many-models,miconic,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/miconic/16-passenger/p13.log,32,30,0.94
many-models,miconic,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/miconic/16-passenger/p14.log,32,0,0.00
many-models,miconic,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/miconic/16-passenger/p15.log,32,31,0.97
many-models,miconic,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/miconic/16-passenger/p16.log,32,32,1.00
many-models,miconic,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/miconic/8-passenger/p05.log,16,0,0.00
many-models,miconic,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/miconic/8-passenger/p06.log,16,16,1.00
many-models,miconic,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/miconic/8-passenger/p08.log,16,16,1.00
many-models,miconic,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/miconic/8-passenger/p07.log,16,16,1.00
many-models,spanner,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/spanner/16-spanners/p13.log,18,18,1.00
many-models,spanner,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/spanner/16-spanners/p14.log,18,18,1.00
many-models,spanner,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/spanner/16-spanners/p15.log,18,18,1.00
many-models,spanner,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/spanner/16-spanners/p16.log,18,18,1.00
many-models,spanner,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/spanner/20-spanners/p20.log,22,22,1.00
many-models,spanner,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/spanner/20-spanners/p19.log,22,22,1.00
many-models,spanner,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/spanner/20-spanners/p18.log,22,22,1.00
many-models,spanner,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/spanner/20-spanners/p17.log,22,22,1.00
many-models,spanner,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/spanner/12-spanners/p11.log,14,14,1.00
many-models,spanner,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/spanner/12-spanners/p09.log,14,14,1.00
many-models,spanner,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/spanner/12-spanners/p10.log,14,14,1.00
many-models,spanner,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/spanner/12-spanners/p12.log,14,14,1.00
many-models,spanner,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/spanner/4-spanners/p04.log,6,6,1.00
many-models,spanner,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/spanner/4-spanners/p03.log,6,6,1.00
many-models,spanner,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/spanner/4-spanners/p01.log,6,6,1.00
many-models,spanner,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/spanner/4-spanners/p02.log,6,6,1.00
many-models,spanner,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/spanner/8-spanners/p05.log,10,10,1.00
many-models,spanner,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/spanner/8-spanners/p06.log,10,10,1.00
many-models,spanner,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/spanner/8-spanners/p08.log,10,10,1.00
many-models,spanner,gemini-2.5-flash-lite-thinking,landmark,data/experiments/many-models/gemini-2.5-flash-lite-thinking/landmark/spanner/8-spanners/p07.log,10,10,1.00
many-models,blocksworld,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/blocksworld/10-blocks/p11.log,15,13,0.87
many-models,blocksworld,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/blocksworld/10-blocks/p09.log,14,13,0.93
many-models,blocksworld,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/blocksworld/10-blocks/p10.log,16,16,1.00
many-models,blocksworld,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/blocksworld/10-blocks/p12.log,14,0,0.00
many-models,blocksworld,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/blocksworld/22-blocks/p28.log,34,17,0.50
many-models,blocksworld,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/blocksworld/22-blocks/p27.log,36,19,0.53
many-models,blocksworld,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/blocksworld/22-blocks/p25.log,35,33,0.94
many-models,blocksworld,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/blocksworld/22-blocks/p26.log,36,35,0.97
many-models,blocksworld,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/blocksworld/25-blocks/p32.log,45,6,0.13
many-models,blocksworld,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/blocksworld/25-blocks/p29.log,46,41,0.89
many-models,blocksworld,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/blocksworld/25-blocks/p30.log,40,18,0.45
many-models,blocksworld,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/blocksworld/25-blocks/p31.log,44,23,0.52
many-models,blocksworld,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/blocksworld/19-blocks/p22.log,33,32,0.97
many-models,blocksworld,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/blocksworld/19-blocks/p24.log,32,26,0.81
many-models,blocksworld,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/blocksworld/19-blocks/p23.log,32,31,0.97
many-models,blocksworld,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/blocksworld/19-blocks/p21.log,28,26,0.93
many-models,blocksworld,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/blocksworld/7-blocks/p05.log,8,8,1.00
many-models,blocksworld,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/blocksworld/7-blocks/p06.log,13,0,0.00
many-models,blocksworld,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/blocksworld/7-blocks/p08.log,10,10,1.00
many-models,blocksworld,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/blocksworld/7-blocks/p07.log,10,10,1.00
many-models,blocksworld,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/blocksworld/4-blocks/p04.log,7,7,1.00
many-models,blocksworld,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/blocksworld/4-blocks/p03.log,3,3,1.00
many-models,blocksworld,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/blocksworld/4-blocks/p01.log,6,6,1.00
many-models,blocksworld,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/blocksworld/4-blocks/p02.log,5,5,1.00
many-models,blocksworld,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/blocksworld/13-blocks/p13.log,19,19,1.00
many-models,blocksworld,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/blocksworld/13-blocks/p14.log,22,22,1.00
many-models,blocksworld,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/blocksworld/13-blocks/p15.log,22,14,0.64
many-models,blocksworld,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/blocksworld/13-blocks/p16.log,14,14,1.00
many-models,blocksworld,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/blocksworld/16-blocks/p20.log,24,24,1.00
many-models,blocksworld,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/blocksworld/16-blocks/p19.log,27,22,0.81
many-models,blocksworld,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/blocksworld/16-blocks/p18.log,29,15,0.52
many-models,blocksworld,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/blocksworld/16-blocks/p17.log,25,24,0.96
many-models,logistics,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/logistics/9-packages/p13.log,26,0,0.00
many-models,logistics,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/logistics/9-packages/p14.log,28,0,0.00
many-models,logistics,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/logistics/9-packages/p15.log,30,0,0.00
many-models,logistics,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/logistics/9-packages/p16.log,30,0,0.00
many-models,logistics,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/logistics/17-packages/p32.log,52,0,0.00
many-models,logistics,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/logistics/17-packages/p29.log,68,0,0.00
many-models,logistics,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/logistics/17-packages/p30.log,66,0,0.00
many-models,logistics,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/logistics/17-packages/p31.log,64,0,0.00
many-models,logistics,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/logistics/5-packages/p05.log,8,0,0.00
many-models,logistics,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/logistics/5-packages/p06.log,16,0,0.00
many-models,logistics,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/logistics/5-packages/p08.log,10,0,0.00
many-models,logistics,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/logistics/5-packages/p07.log,16,0,0.00
many-models,logistics,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/logistics/7-packages/p11.log,34,0,0.00
many-models,logistics,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/logistics/7-packages/p09.log,26,0,0.00
many-models,logistics,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/logistics/7-packages/p10.log,26,0,0.00
many-models,logistics,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/logistics/7-packages/p12.log,28,0,0.00
many-models,logistics,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/logistics/15-packages/p28.log,42,0,0.00
many-models,logistics,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/logistics/15-packages/p27.log,44,0,0.00
many-models,logistics,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/logistics/15-packages/p25.log,68,0,0.00
many-models,logistics,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/logistics/15-packages/p26.log,54,0,0.00
many-models,logistics,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/logistics/13-packages/p22.log,30,0,0.00
many-models,logistics,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/logistics/13-packages/p24.log,50,0,0.00
many-models,logistics,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/logistics/13-packages/p23.log,54,0,0.00
many-models,logistics,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/logistics/13-packages/p21.log,38,0,0.00
many-models,logistics,gemini-2.5-flash-lite-thinking,pddl,data/experiments/many-models/gemini-2.5-flash-lite-thinking/pddl/logistics/11-packages/p20.log,38,0,0.00
